groserias,palabras_repetidas,caracteres_especiales,caracteres_especiales_repitidos,cantidad_numeros,palabras,tiempo_desde_ultimo_reporte_min,contiene_url,porcentaje_groserias,palabras_claves,cluster,distancia_centroide,nivel_riesgo,anomalia_if,score_anomalia_if,riesgo_if_0_1,nivel_riesgo_if,nivel_riesgo_final
0,1,1,0,1,12,178,0,0.0,6,0,3.4025725253046724,bajo,0,0.09882131090396618,0.1386583699556293,bajo,bajo
0,2,2,0,0,17,111,0,0.0,3,0,1.3353637762002004,bajo,0,0.10490691707213473,0.1218358882042716,bajo,bajo
0,1,2,0,1,11,233,0,0.0,0,0,2.966926387764836,bajo,0,0.11369902515448704,0.09753180514596095,bajo,bajo
0,2,0,0,2,15,9,0,0.0,4,0,1.610887288587168,bajo,0,0.11657408662295488,0.08958425353798576,bajo,bajo
0,0,1,0,2,8,206,0,0.0,1,0,2.3457963792676875,bajo,0,0.13101572739128953,0.04966312956586281,bajo,bajo
0,1,1,0,0,13,84,0,0.0,4,0,1.359666176708703,bajo,0,0.13670657676475145,0.03393187665706679,bajo,bajo
0,3,1,0,0,17,1,0,0.0,1,0,2.6939659092123924,bajo,0,0.09956798181468507,0.13659434257319053,bajo,bajo
0,1,2,0,0,6,16,0,0.0,5,0,2.579420261790055,bajo,0,0.09720025783626307,0.14313945777101528,bajo,bajo
0,2,1,0,1,11,74,0,0.0,4,0,1.4168437339846152,bajo,0,0.1315755067462951,0.04811572775836105,bajo,bajo
0,0,0,0,0,4,127,0,0.0,4,0,2.294439133298382,bajo,0,0.08608221712702402,0.17387313191514953,bajo,bajo
0,4,2,0,1,16,97,0,0.0,3,0,2.636232131072089,bajo,0,0.0701767068126059,0.21784084024466419,bajo,bajo
0,0,2,0,1,8,60,0,0.0,5,0,2.7133758837419184,bajo,0,0.09895587749662449,0.1382863866253281,bajo,bajo
0,0,0,0,0,3,239,0,0.0,3,0,2.07756845444939,bajo,0,0.0855924847635432,0.1752269023564242,bajo,bajo
0,0,0,0,1,6,38,0,0.0,1,0,2.4919666267143765,bajo,0,0.10848801881769304,0.11193662474560125,bajo,bajo
0,2,1,0,1,8,104,0,0.0,1,0,2.094607907290156,bajo,0,0.11981912173263787,0.08061398132406992,bajo,bajo
0,1,0,0,2,3,1,0,0.0,3,0,1.70887074823322,bajo,0,0.099339088209074,0.1372270746950185,bajo,bajo
0,0,1,0,1,5,57,0,0.0,1,0,2.57966736774034,bajo,0,0.12028593311338381,0.07932357150836408,bajo,bajo
2,4,14,0,0,9,109,1,22.222222,1,1,8.927244689354813,medio,1,-0.14023279036045977,0.7994772177382606,medio,medio
0,1,2,0,2,5,183,0,0.0,1,0,2.2962331004295344,bajo,0,0.12293839001604229,0.07199136718751441,bajo,bajo
0,1,2,0,2,15,129,0,0.0,6,0,3.484030612102885,bajo,0,0.07255993277892958,0.2112528727982089,bajo,bajo
0,1,2,0,2,5,89,0,0.0,2,0,1.5471919302436203,bajo,0,0.13077700811082782,0.0503230228662656,bajo,bajo
0,1,2,0,2,6,41,0,0.0,3,0,1.1300011323435184,bajo,0,0.13371417223186843,0.04220380048125573,bajo,bajo
0,1,2,0,2,15,16,0,0.0,0,0,3.0610583976722188,bajo,0,0.10228596890675079,0.12908099271235626,bajo,bajo
0,0,2,0,0,15,139,0,0.0,3,0,1.4592735231011071,bajo,0,0.10434024667092295,0.1234023389767981,bajo,bajo
0,2,1,0,1,10,187,0,0.0,5,0,2.422707734705562,bajo,0,0.11642892716700798,0.08998551879098167,bajo,bajo
0,0,0,0,1,19,24,0,0.0,6,0,3.9245804048414064,bajo,0,0.006871858680574827,0.3928348544882863,bajo,bajo
0,0,1,0,2,19,203,0,0.0,2,0,2.1515653213273165,bajo,0,0.0759161476309092,0.2019752656805511,bajo,bajo
0,2,0,0,0,12,145,0,0.0,2,0,1.0607759338316398,bajo,0,0.1264975002010293,0.06215289514652235,bajo,bajo
0,4,1,0,0,18,38,0,0.0,1,0,3.37601360270912,bajo,0,0.06317658401073173,0.23719132643086288,bajo,bajo
0,0,0,0,2,9,227,0,0.0,1,0,2.3023174837989893,bajo,0,0.1154364322072986,0.09272907923289081,bajo,bajo
0,0,2,0,2,5,92,0,0.0,3,0,1.7713908190559695,bajo,0,0.11962595849278168,0.08114794375734578,bajo,bajo
0,2,0,0,0,10,67,0,0.0,4,0,1.4449628441788325,bajo,0,0.12208239751173405,0.07435759298082069,bajo,bajo
0,0,0,0,0,16,68,0,0.0,4,0,2.0135628805867465,bajo,0,0.08867088135509854,0.1667172701104607,bajo,bajo
2,2,1,3,2,4,334,0,50.0,3,1,7.379041902253169,medio,1,-0.07412188832955457,0.6167264099719085,medio,medio
0,0,2,0,1,5,114,0,0.0,1,0,2.582389958984563,bajo,0,0.11369161452284532,0.09755229040447323,bajo,bajo
0,0,2,0,1,6,92,0,0.0,0,0,3.362975580545516,bajo,0,0.09541274405975031,0.148080694034869,bajo,bajo
0,3,1,0,2,13,53,0,0.0,4,0,2.0215743379853928,bajo,0,0.10991362827129264,0.10799580301724422,bajo,bajo
0,2,0,0,0,10,94,0,0.0,6,0,3.452264958838588,bajo,0,0.07416497878814449,0.20681603340144705,bajo,bajo
3,2,12,2,0,8,229,1,37.5,0,1,6.368653160247118,medio,1,-0.12835463696762806,0.7666423590292104,medio,medio
0,2,0,0,2,15,59,0,0.0,2,0,1.2931206153442356,bajo,0,0.12095534016069504,0.07747312513927013,bajo,bajo
6,5,1,2,3,10,54,0,60.0,0,1,7.049164270331758,medio,1,-0.12723846154816143,0.7635569078668422,medio,medio
0,3,1,0,2,16,104,0,0.0,2,0,1.9883592281267355,bajo,0,0.11591755028479545,0.09139912131986097,bajo,bajo
0,1,2,0,1,8,201,0,0.0,6,0,3.463364325259888,bajo,0,0.08298123960168097,0.18244518478710742,bajo,bajo
4,8,12,6,3,10,127,1,40.0,0,1,7.12040302159147,medio,1,-0.17134887979534674,0.8854916314592739,alto,alto
0,2,2,0,1,17,83,0,0.0,4,0,1.832490717417795,bajo,0,0.0947651109347954,0.14987095060505512,bajo,bajo
0,0,1,0,1,17,86,0,0.0,1,0,2.532870521135891,bajo,0,0.09825381609316675,0.14022709964908178,bajo,bajo
0,0,0,0,0,12,120,0,0.0,5,0,2.6391478536458526,bajo,0,0.09457748414339995,0.15038960859689582,bajo,bajo
0,0,0,0,2,8,225,0,0.0,0,0,3.2601509628396914,bajo,0,0.10137128151470887,0.1316094691756061,bajo,bajo
1,6,9,0,4,7,243,1,14.285714,3,0,10.495763174410136,alto,1,-0.12853062410922433,0.7671288414594181,medio,alto
0,2,2,0,2,8,101,0,0.0,1,0,2.097960070488084,bajo,0,0.10752711059237635,0.11459286976679103,bajo,bajo
0,3,1,0,1,12,17,0,0.0,1,0,2.4375072120303565,bajo,0,0.1028070518252629,0.12764055972254743,bajo,bajo
0,0,2,0,2,5,167,0,0.0,4,0,2.1708641708938186,bajo,0,0.108593132097342,0.11164605940504913,bajo,bajo
0,1,0,0,0,14,235,0,0.0,0,0,3.018759269315113,bajo,0,0.10547788205630049,0.12025756588741959,bajo,bajo
0,3,1,0,2,15,41,0,0.0,3,0,1.7197221538095486,bajo,0,0.11814777002408805,0.08523411000808585,bajo,bajo
0,0,0,0,2,7,134,0,0.0,3,0,1.514929319747312,bajo,0,0.12121724200321998,0.07674914812781511,bajo,bajo
0,2,0,0,2,13,161,0,0.0,6,0,3.4611654517751878,bajo,0,0.07579923164520036,0.2022984573202462,bajo,bajo
0,2,0,0,2,19,45,0,0.0,3,0,1.6976193468384038,bajo,0,0.08338433907409859,0.18133089422486287,bajo,bajo
0,0,0,0,1,5,75,0,0.0,1,0,2.5835574494561397,bajo,0,0.10388028497135315,0.12467381417310794,bajo,bajo
0,4,2,0,0,16,223,0,0.0,4,0,2.9196824593663626,bajo,0,0.05865635959851029,0.24968661294552097,bajo,bajo
0,3,1,0,1,17,169,0,0.0,5,0,3.0171254832050787,bajo,0,0.08558850417085029,0.1752379059353752,bajo,bajo
0,2,0,0,2,13,166,0,0.0,5,0,2.4394940198318653,bajo,0,0.10707402129245458,0.11584534754288138,bajo,bajo
0,0,1,0,1,7,69,0,0.0,4,0,1.9620783093467096,bajo,0,0.12551083111717903,0.06488035108090709,bajo,bajo
0,0,1,0,0,10,225,0,0.0,2,0,1.5034672233211217,bajo,0,0.1357880951534663,0.03647084150589666,bajo,bajo
0,1,1,0,0,15,168,0,0.0,1,0,2.061622191580322,bajo,0,0.1316849868755685,0.04781309110624384,bajo,bajo
2,2,10,7,0,2,171,0,100.0,2,1,9.515829246953183,medio,1,-0.15422496132118302,0.8381558693210465,alto,alto
0,2,1,0,0,19,52,0,0.0,1,0,2.5283865501011955,bajo,0,0.08366553061174731,0.18055359458042083,bajo,bajo
0,1,0,0,2,12,110,0,0.0,5,0,2.3598834599715826,bajo,0,0.1124153539090143,0.10108026613817243,bajo,bajo
0,1,2,0,0,5,188,0,0.0,0,0,3.221556259414302,bajo,0,0.10462901603268532,0.12260409190257764,bajo,bajo
0,1,1,0,0,6,228,0,0.0,3,0,1.1237652722066624,bajo,0,0.14000094058712337,0.02482524475340175,bajo,bajo
0,1,2,0,0,17,104,0,0.0,4,0,1.75423748345806,bajo,0,0.10139378284921169,0.13154726858644625,bajo,bajo
0,0,1,0,0,17,136,0,0.0,6,0,3.780153720421013,bajo,0,0.04965003077417307,0.2745828678307982,bajo,bajo
0,2,1,0,1,19,147,0,0.0,4,0,2.106336130568632,bajo,0,0.08389565548718197,0.1799174588512009,bajo,bajo
0,0,1,0,2,7,39,0,0.0,0,0,3.303267507312399,bajo,0,0.10744242316658614,0.1148269717831813,bajo,bajo
0,2,0,0,2,17,45,0,0.0,1,0,2.306542883969902,bajo,0,0.10094691150013635,0.13278255803950773,bajo,bajo
0,1,2,0,0,10,185,0,0.0,6,0,3.4104880985858403,bajo,0,0.08688865522024736,0.17164388971117497,bajo,bajo
0,0,1,0,2,4,140,0,0.0,4,0,2.29005798397226,bajo,0,0.10418154510818572,0.12384103876598647,bajo,bajo
3,0,1,4,5,9,202,0,33.333333,0,1,7.892066608860023,medio,1,-0.0952357694199466,0.6750916524026964,medio,medio
0,1,2,0,2,4,211,0,0.0,2,0,1.714517822180768,bajo,0,0.12256184826548472,0.07303224406195159,bajo,bajo
0,0,1,0,1,17,186,0,0.0,0,0,3.394285102625064,bajo,0,0.07500852871043101,0.2044842027206761,bajo,bajo
0,4,1,0,1,18,230,0,0.0,4,0,3.072683061085738,bajo,0,0.06400531659947001,0.23490045540412327,bajo,bajo
0,0,0,0,2,9,22,0,0.0,3,0,1.3303207619886248,bajo,0,0.12367764370843282,0.06994784327120977,bajo,bajo
0,1,1,0,1,8,60,0,0.0,4,0,1.4665001031147389,bajo,0,0.14023765270762079,0.0241708998586858,bajo,bajo
0,1,0,0,0,19,147,0,0.0,2,0,1.8036815821087135,bajo,0,0.08783015322705451,0.16904130048657198,bajo,bajo
3,5,10,7,4,7,100,0,42.857143,3,1,6.753854379004097,medio,1,-0.14039538938622897,0.7999266913105234,medio,medio
0,1,0,0,1,16,232,0,0.0,3,0,1.0409410217135289,bajo,0,0.12048617904687153,0.07877003033780645,bajo,bajo
3,1,6,0,2,8,376,0,37.5,0,1,7.2241290533353,medio,1,-0.061846728125177,0.5827941026837293,medio,medio
0,1,1,0,0,6,125,0,0.0,6,0,3.559197933048942,bajo,0,0.07921547845381549,0.19285490346415476,bajo,bajo
0,1,1,0,1,4,126,0,0.0,3,0,1.5078091081314973,bajo,0,0.12336226371594022,0.07081965028958057,bajo,bajo
0,1,0,0,1,4,64,0,0.0,1,0,2.413397219574257,bajo,0,0.10849177733484067,0.11192623505156243,bajo,bajo
0,4,0,0,2,17,28,0,0.0,3,0,2.7167530915961904,bajo,0,0.06466710190523328,0.2330710778660645,bajo,bajo
0,1,1,0,2,6,17,0,0.0,3,0,1.1237652722066624,bajo,0,0.14000094058712337,0.02482524475340175,bajo,bajo
0,4,2,0,0,16,228,0,0.0,4,0,2.9196824593663626,bajo,0,0.05865635959851029,0.24968661294552097,bajo,bajo
0,2,0,0,1,8,58,0,0.0,3,0,0.9362452591654976,bajo,0,0.12200871437839039,0.07456127575814862,bajo,bajo
0,3,1,0,0,13,73,0,0.0,6,0,3.7305466796393927,bajo,0,0.06865663223125296,0.22204279255621318,bajo,bajo
0,2,1,0,0,11,209,0,0.0,5,0,2.410212994681628,bajo,0,0.12094464849220565,0.07750268018984093,bajo,bajo
0,3,1,0,0,15,89,0,0.0,2,0,1.89986135552956,bajo,0,0.11949348024021827,0.08151415427518321,bajo,bajo
0,0,1,0,2,6,165,0,0.0,3,0,1.6306133311652329,bajo,0,0.13035176744895383,0.05149851846631416,bajo,bajo
0,2,1,0,2,11,83,0,0.0,1,0,1.9908623303295625,bajo,0,0.13181712569329657,0.04744781889038746,bajo,bajo
0,4,2,0,0,19,211,0,0.0,3,0,2.9098797232734226,bajo,0,0.041935676824547685,0.2959077079461326,bajo,bajo
0,0,1,0,1,13,15,0,0.0,3,0,1.29225297299213,bajo,0,0.12929876983716931,0.05440932679320252,bajo,bajo
0,1,2,0,1,15,200,0,0.0,2,0,1.1770542257683447,bajo,0,0.12694970276439355,0.0609028685822168,bajo,bajo
0,2,2,0,2,8,5,0,0.0,5,0,2.499405993185039,bajo,0,0.08935737745727212,0.16481958435294333,bajo,bajo
0,1,1,0,2,9,209,0,0.0,6,0,3.429089974638773,bajo,0,0.09749774942836142,0.1423170997772572,bajo,bajo
0,1,0,0,0,6,143,0,0.0,4,0,1.6904909251777656,bajo,0,0.11973235298054424,0.08085383676465333,bajo,bajo
4,2,0,7,4,14,304,0,28.571429,2,1,7.561650001756717,medio,1,-0.11639591742012034,0.73358479076102,medio,medio
0,3,2,0,1,13,78,0,0.0,5,0,2.811138112807998,bajo,0,0.08387752220646905,0.17996758480011313,bajo,bajo
0,1,2,0,0,13,145,0,0.0,4,0,1.3648246349497,bajo,0,0.1251287067827212,0.06593665992928287,bajo,bajo
0,0,0,0,0,13,5,0,0.0,6,0,3.618707594192308,bajo,0,0.054204549804704794,0.2619927804738325,bajo,bajo
0,0,2,0,2,10,238,0,0.0,5,0,2.6455519854247846,bajo,0,0.10127011148793785,0.13188913415590697,bajo,bajo
0,1,2,0,0,11,209,0,0.0,2,0,0.9044502898749078,bajo,0,0.14000708340541373,0.024808264119799115,bajo,bajo
0,2,2,0,1,13,205,0,0.0,2,0,1.1048178286555828,bajo,0,0.1282219944833185,0.05738586409119832,bajo,bajo
0,2,0,0,0,15,173,0,0.0,4,0,1.610887288587168,bajo,0,0.11657408662295488,0.08958425353798576,bajo,bajo
0,0,1,0,0,5,109,0,0.0,0,0,3.4293471695422757,bajo,0,0.10290332140318315,0.12737444108571463,bajo,bajo
0,1,0,0,0,3,164,0,0.0,2,0,1.890044475164124,bajo,0,0.10330317518894172,0.12626912259676626,bajo,bajo
0,4,2,0,2,16,29,0,0.0,6,0,4.284245719902049,bajo,0,0.009291066197077202,0.38614742300249955,bajo,bajo
0,2,0,0,2,18,35,0,0.0,2,0,1.7167265006697818,bajo,0,0.09999743704233766,0.13540719662082848,bajo,bajo
0,1,1,0,0,5,163,0,0.0,5,0,2.66537542211885,bajo,0,0.10024145783888044,0.13473264830413578,bajo,bajo
0,3,1,0,1,15,106,0,0.0,4,0,2.128912891815463,bajo,0,0.11140948354565972,0.10386080029765724,bajo,bajo
0,1,0,0,0,9,158,0,0.0,5,0,2.3979591758112506,bajo,0,0.11340453489149183,0.09834586654564571,bajo,bajo
2,2,2,7,5,10,228,1,20.0,2,1,9.202761370920774,medio,1,-0.12256003561287498,0.7506243038259993,medio,medio
0,1,0,0,1,8,59,0,0.0,2,0,1.1170993636145417,bajo,0,0.14127446872632532,0.021304822417558614,bajo,bajo
3,3,12,7,0,12,111,1,25.0,3,1,7.7858973955642865,medio,1,-0.15473907283109345,0.8395770311995244,alto,alto
0,4,1,0,0,16,221,0,0.0,4,0,2.9172746684965563,bajo,0,0.0729922114048312,0.2100579221072212,bajo,bajo
0,1,2,0,1,11,131,0,0.0,2,0,0.9044502898749078,bajo,0,0.14000708340541373,0.024808264119799115,bajo,bajo
0,1,2,0,2,11,192,0,0.0,4,0,1.3194041297336718,bajo,0,0.12904236795073315,0.05511810023932977,bajo,bajo
0,1,2,0,2,3,95,0,0.0,3,0,1.7071051636589782,bajo,0,0.10688240609253791,0.11637503071901946,bajo,bajo
0,0,2,0,2,16,23,0,0.0,3,0,1.5727614139042354,bajo,0,0.09804741311763682,0.1407976607720542,bajo,bajo
0,1,2,0,0,7,133,0,0.0,6,0,3.5068461244115228,bajo,0,0.0751465879977905,0.20410256451109912,bajo,bajo
0,2,0,0,1,8,18,0,0.0,5,0,2.500612227664519,bajo,0,0.09526582558822883,0.14848682174635897,bajo,bajo
0,2,2,0,0,12,52,0,0.0,3,0,0.6835096952414845,bajo,0,0.12738788348760682,0.05969160268423471,bajo,bajo
0,1,2,0,2,6,104,0,0.0,3,0,1.1300011323435184,bajo,0,0.13371417223186843,0.04220380048125573,bajo,bajo
0,1,2,0,0,14,216,0,0.0,3,0,0.6857299644963352,bajo,0,0.13267448389423497,0.04507781789277053,bajo,bajo
0,1,1,0,2,19,135,0,0.0,1,0,2.47225918254529,bajo,0,0.09037304602479829,0.16201196495226522,bajo,bajo
0,0,1,0,1,9,96,0,0.0,2,0,1.5497408968125352,bajo,0,0.13471097628721973,0.03944832837750094,bajo,bajo
0,1,1,0,2,4,145,0,0.0,0,0,3.303049962391737,bajo,0,0.09996347110038217,0.1355010889008946,bajo,bajo
0,1,2,0,1,3,211,0,0.0,1,0,2.5387241886860537,bajo,0,0.10637780180654183,0.11776991171497135,bajo,bajo
0,3,2,0,0,13,211,0,0.0,5,0,2.811138112807998,bajo,0,0.08387752220646905,0.17996758480011313,bajo,bajo
0,1,0,0,1,8,127,0,0.0,4,0,1.4733322500004802,bajo,0,0.13177031279140033,0.047577224107569704,bajo,bajo
2,1,9,1,2,12,126,0,16.666667,3,0,5.2947327100348485,medio,1,-0.062470671919511056,0.5845188746791568,medio,medio
0,0,1,0,2,13,5,0,0.0,3,0,1.29225297299213,bajo,0,0.12929876983716931,0.05440932679320252,bajo,bajo
0,1,1,0,1,3,64,0,0.0,1,0,2.5359547184718703,bajo,0,0.10885764151543481,0.11091487425504662,bajo,bajo
0,0,1,0,1,15,173,0,0.0,6,0,3.6770187085118486,bajo,0,0.06077849804534552,0.2438203714719154,bajo,bajo
0,0,2,0,1,5,235,0,0.0,4,0,2.1708641708938186,bajo,0,0.108593132097342,0.11164605940504913,bajo,bajo
