groserias,palabras_repetidas,caracteres_especiales,caracteres_especiales_repitidos,cantidad_numeros,palabras,tiempo_desde_ultimo_reporte_min,contiene_url,porcentaje_groserias,palabras_claves,cluster,distancia_centroide,nivel_riesgo,anomalia_if,score_anomalia_if,riesgo_if_0_1,nivel_riesgo_if,nivel_riesgo_final
0,0,2,0,1,14,108,0,0.0,5,0,2.691241973661909,bajo,0,0.0882966335630035,0.1677518057802079,bajo,bajo
0,4,1,0,2,19,80,0,0.0,0,0,4.13400490799535,bajo,0,0.0210377282789739,0.3536760466019554,bajo,bajo
0,0,0,0,2,8,12,0,0.0,2,0,1.6260265794088598,bajo,0,0.1260992090953376,0.0632538939085309,bajo,bajo
0,1,0,0,0,19,34,0,0.0,3,0,1.6128355048506744,bajo,0,0.0878545816781515,0.1689737727561475,bajo,bajo
0,0,0,0,0,5,42,0,0.0,1,0,2.58355744945614,bajo,0,0.1038802849713531,0.1246738141731079,bajo,bajo
0,0,0,0,1,14,130,0,0.0,5,0,2.6923622629905632,bajo,0,0.0874258737039122,0.1701588530709113,bajo,bajo
0,3,2,0,0,17,203,0,0.0,5,0,3.019453651488196,bajo,0,0.0674891786102827,0.2252699923932736,bajo,bajo
0,4,0,0,0,18,169,0,0.0,2,0,2.9221002086916346,bajo,0,0.0587925418194864,0.2493101635230767,bajo,bajo
0,0,0,0,2,5,154,0,0.0,5,0,2.918966076549578,bajo,0,0.0758289479739552,0.2022163122743162,bajo,bajo
0,4,1,0,2,18,105,0,0.0,2,0,2.9186613820688,bajo,0,0.0714845274225186,0.214225623003137,bajo,bajo
0,3,2,0,1,18,100,0,0.0,1,0,2.788799002632755,bajo,0,0.0821036440826012,0.1848711279383439,bajo,bajo
0,1,1,0,1,12,178,0,0.0,6,0,3.4025725253046724,bajo,0,0.0988213109039661,0.1386583699556293,bajo,bajo
0,2,2,0,0,17,111,0,0.0,3,0,1.3353637762002004,bajo,0,0.1049069170721347,0.1218358882042716,bajo,bajo
0,1,2,0,1,11,233,0,0.0,0,0,2.966926387764836,bajo,0,0.113699025154487,0.0975318051459609,bajo,bajo
0,2,0,0,2,15,9,0,0.0,4,0,1.610887288587168,bajo,0,0.1165740866229548,0.0895842535379857,bajo,bajo
0,0,1,0,2,8,206,0,0.0,1,0,2.3457963792676875,bajo,0,0.1310157273912895,0.0496631295658628,bajo,bajo
0,1,1,0,0,13,84,0,0.0,4,0,1.359666176708703,bajo,0,0.1367065767647514,0.0339318766570667,bajo,bajo
0,3,1,0,0,17,1,0,0.0,1,0,2.6939659092123924,bajo,0,0.099567981814685,0.1365943425731905,bajo,bajo
0,1,2,0,0,6,16,0,0.0,5,0,2.579420261790055,bajo,0,0.097200257836263,0.1431394577710152,bajo,bajo
0,2,1,0,1,11,74,0,0.0,4,0,1.4168437339846152,bajo,0,0.1315755067462951,0.048115727758361,bajo,bajo
0,0,0,0,0,4,127,0,0.0,4,0,2.294439133298382,bajo,0,0.086082217127024,0.1738731319151495,bajo,bajo
0,4,2,0,1,16,97,0,0.0,3,0,2.636232131072089,bajo,0,0.0701767068126059,0.2178408402446641,bajo,bajo
0,0,2,0,1,8,60,0,0.0,5,0,2.7133758837419184,bajo,0,0.0989558774966244,0.1382863866253281,bajo,bajo
0,0,0,0,0,3,239,0,0.0,3,0,2.07756845444939,bajo,0,0.0855924847635432,0.1752269023564242,bajo,bajo
0,0,0,0,1,6,38,0,0.0,1,0,2.4919666267143765,bajo,0,0.108488018817693,0.1119366247456012,bajo,bajo
0,2,1,0,1,8,104,0,0.0,1,0,2.094607907290156,bajo,0,0.1198191217326378,0.0806139813240699,bajo,bajo
0,1,0,0,2,3,1,0,0.0,3,0,1.70887074823322,bajo,0,0.099339088209074,0.1372270746950185,bajo,bajo
0,0,1,0,1,5,57,0,0.0,1,0,2.57966736774034,bajo,0,0.1202859331133838,0.079323571508364,bajo,bajo
2,4,14,0,0,9,109,1,22.222222,1,1,8.927244689354813,medio,1,-0.1402327903604597,0.7994772177382606,medio,medio
0,1,2,0,2,5,183,0,0.0,1,0,2.2962331004295344,bajo,0,0.1229383900160422,0.0719913671875144,bajo,bajo
0,1,2,0,2,15,129,0,0.0,6,0,3.484030612102885,bajo,0,0.0725599327789295,0.2112528727982089,bajo,bajo
0,1,2,0,2,5,89,0,0.0,2,0,1.5471919302436203,bajo,0,0.1307770081108278,0.0503230228662656,bajo,bajo
0,1,2,0,2,6,41,0,0.0,3,0,1.1300011323435184,bajo,0,0.1337141722318684,0.0422038004812557,bajo,bajo
0,1,2,0,2,15,16,0,0.0,0,0,3.0610583976722188,bajo,0,0.1022859689067507,0.1290809927123562,bajo,bajo
0,0,2,0,0,15,139,0,0.0,3,0,1.4592735231011071,bajo,0,0.1043402466709229,0.1234023389767981,bajo,bajo
0,2,1,0,1,10,187,0,0.0,5,0,2.422707734705562,bajo,0,0.1164289271670079,0.0899855187909816,bajo,bajo
0,0,0,0,1,19,24,0,0.0,6,0,3.9245804048414064,bajo,0,0.0068718586805748,0.3928348544882863,bajo,bajo
0,0,1,0,2,19,203,0,0.0,2,0,2.1515653213273165,bajo,0,0.0759161476309092,0.2019752656805511,bajo,bajo
0,2,0,0,0,12,145,0,0.0,2,0,1.0607759338316398,bajo,0,0.1264975002010293,0.0621528951465223,bajo,bajo
0,4,1,0,0,18,38,0,0.0,1,0,3.37601360270912,bajo,0,0.0631765840107317,0.2371913264308628,bajo,bajo
0,0,0,0,2,9,227,0,0.0,1,0,2.3023174837989893,bajo,0,0.1154364322072986,0.0927290792328908,bajo,bajo
0,0,2,0,2,5,92,0,0.0,3,0,1.7713908190559695,bajo,0,0.1196259584927816,0.0811479437573457,bajo,bajo
0,2,0,0,0,10,67,0,0.0,4,0,1.4449628441788325,bajo,0,0.122082397511734,0.0743575929808206,bajo,bajo
0,0,0,0,0,16,68,0,0.0,4,0,2.0135628805867465,bajo,0,0.0886708813550985,0.1667172701104607,bajo,bajo
2,2,1,3,2,4,334,0,50.0,3,1,7.379041902253169,medio,1,-0.0741218883295545,0.6167264099719085,medio,medio
0,0,2,0,1,5,114,0,0.0,1,0,2.582389958984563,bajo,0,0.1136916145228453,0.0975522904044732,bajo,bajo
0,0,2,0,1,6,92,0,0.0,0,0,3.362975580545516,bajo,0,0.0954127440597503,0.148080694034869,bajo,bajo
0,3,1,0,2,13,53,0,0.0,4,0,2.0215743379853928,bajo,0,0.1099136282712926,0.1079958030172442,bajo,bajo
0,2,0,0,0,10,94,0,0.0,6,0,3.452264958838588,bajo,0,0.0741649787881444,0.206816033401447,bajo,bajo
3,2,12,2,0,8,229,1,37.5,0,1,6.368653160247118,medio,1,-0.128354636967628,0.7666423590292104,medio,medio
0,2,0,0,2,15,59,0,0.0,2,0,1.2931206153442356,bajo,0,0.120955340160695,0.0774731251392701,bajo,bajo
6,5,1,2,3,10,54,0,60.0,0,1,7.049164270331758,medio,1,-0.1272384615481614,0.7635569078668422,medio,medio
0,3,1,0,2,16,104,0,0.0,2,0,1.9883592281267355,bajo,0,0.1159175502847954,0.0913991213198609,bajo,bajo
0,1,2,0,1,8,201,0,0.0,6,0,3.463364325259888,bajo,0,0.0829812396016809,0.1824451847871074,bajo,bajo
4,8,12,6,3,10,127,1,40.0,0,1,7.12040302159147,medio,1,-0.1713488797953467,0.8854916314592739,alto,alto
0,2,2,0,1,17,83,0,0.0,4,0,1.832490717417795,bajo,0,0.0947651109347954,0.1498709506050551,bajo,bajo
0,0,1,0,1,17,86,0,0.0,1,0,2.532870521135891,bajo,0,0.0982538160931667,0.1402270996490817,bajo,bajo
0,0,0,0,0,12,120,0,0.0,5,0,2.6391478536458526,bajo,0,0.0945774841433999,0.1503896085968958,bajo,bajo
0,0,0,0,2,8,225,0,0.0,0,0,3.2601509628396914,bajo,0,0.1013712815147088,0.1316094691756061,bajo,bajo
1,6,9,0,4,7,243,1,14.285714,3,0,10.495763174410136,alto,1,-0.1285306241092243,0.7671288414594181,medio,alto
0,2,2,0,2,8,101,0,0.0,1,0,2.097960070488084,bajo,0,0.1075271105923763,0.114592869766791,bajo,bajo
0,3,1,0,1,12,17,0,0.0,1,0,2.4375072120303565,bajo,0,0.1028070518252629,0.1276405597225474,bajo,bajo
0,0,2,0,2,5,167,0,0.0,4,0,2.1708641708938186,bajo,0,0.108593132097342,0.1116460594050491,bajo,bajo
0,1,0,0,0,14,235,0,0.0,0,0,3.018759269315113,bajo,0,0.1054778820563004,0.1202575658874195,bajo,bajo
0,3,1,0,2,15,41,0,0.0,3,0,1.7197221538095486,bajo,0,0.118147770024088,0.0852341100080858,bajo,bajo
0,0,0,0,2,7,134,0,0.0,3,0,1.514929319747312,bajo,0,0.1212172420032199,0.0767491481278151,bajo,bajo
0,2,0,0,2,13,161,0,0.0,6,0,3.461165451775188,bajo,0,0.0757992316452003,0.2022984573202462,bajo,bajo
0,2,0,0,2,19,45,0,0.0,3,0,1.6976193468384038,bajo,0,0.0833843390740985,0.1813308942248628,bajo,bajo
0,0,0,0,1,5,75,0,0.0,1,0,2.58355744945614,bajo,0,0.1038802849713531,0.1246738141731079,bajo,bajo
0,4,2,0,0,16,223,0,0.0,4,0,2.9196824593663626,bajo,0,0.0586563595985102,0.2496866129455209,bajo,bajo
0,3,1,0,1,17,169,0,0.0,5,0,3.0171254832050787,bajo,0,0.0855885041708502,0.1752379059353752,bajo,bajo
0,2,0,0,2,13,166,0,0.0,5,0,2.4394940198318653,bajo,0,0.1070740212924545,0.1158453475428813,bajo,bajo
0,0,1,0,1,7,69,0,0.0,4,0,1.9620783093467096,bajo,0,0.125510831117179,0.064880351080907,bajo,bajo
0,0,1,0,0,10,225,0,0.0,2,0,1.5034672233211217,bajo,0,0.1357880951534663,0.0364708415058966,bajo,bajo
0,1,1,0,0,15,168,0,0.0,1,0,2.061622191580322,bajo,0,0.1316849868755685,0.0478130911062438,bajo,bajo
2,2,10,7,0,2,171,0,100.0,2,1,9.515829246953183,medio,1,-0.154224961321183,0.8381558693210465,alto,alto
0,2,1,0,0,19,52,0,0.0,1,0,2.5283865501011955,bajo,0,0.0836655306117473,0.1805535945804208,bajo,bajo
0,1,0,0,2,12,110,0,0.0,5,0,2.3598834599715826,bajo,0,0.1124153539090143,0.1010802661381724,bajo,bajo
0,1,2,0,0,5,188,0,0.0,0,0,3.221556259414302,bajo,0,0.1046290160326853,0.1226040919025776,bajo,bajo
0,1,1,0,0,6,228,0,0.0,3,0,1.1237652722066624,bajo,0,0.1400009405871233,0.0248252447534017,bajo,bajo
0,1,2,0,0,17,104,0,0.0,4,0,1.75423748345806,bajo,0,0.1013937828492116,0.1315472685864462,bajo,bajo
0,0,1,0,0,17,136,0,0.0,6,0,3.780153720421013,bajo,0,0.049650030774173,0.2745828678307982,bajo,bajo
0,2,1,0,1,19,147,0,0.0,4,0,2.106336130568632,bajo,0,0.0838956554871819,0.1799174588512009,bajo,bajo
0,0,1,0,2,7,39,0,0.0,0,0,3.303267507312399,bajo,0,0.1074424231665861,0.1148269717831813,bajo,bajo
0,2,0,0,2,17,45,0,0.0,1,0,2.306542883969902,bajo,0,0.1009469115001363,0.1327825580395077,bajo,bajo
0,1,2,0,0,10,185,0,0.0,6,0,3.4104880985858403,bajo,0,0.0868886552202473,0.1716438897111749,bajo,bajo
0,0,1,0,2,4,140,0,0.0,4,0,2.29005798397226,bajo,0,0.1041815451081857,0.1238410387659864,bajo,bajo
3,0,1,4,5,9,202,0,33.333333,0,1,7.892066608860023,medio,1,-0.0952357694199466,0.6750916524026964,medio,medio
0,1,2,0,2,4,211,0,0.0,2,0,1.714517822180768,bajo,0,0.1225618482654847,0.0730322440619515,bajo,bajo
0,0,1,0,1,17,186,0,0.0,0,0,3.394285102625064,bajo,0,0.075008528710431,0.2044842027206761,bajo,bajo
0,4,1,0,1,18,230,0,0.0,4,0,3.072683061085738,bajo,0,0.06400531659947,0.2349004554041232,bajo,bajo
0,0,0,0,2,9,22,0,0.0,3,0,1.3303207619886248,bajo,0,0.1236776437084328,0.0699478432712097,bajo,bajo
0,1,1,0,1,8,60,0,0.0,4,0,1.4665001031147389,bajo,0,0.1402376527076207,0.0241708998586858,bajo,bajo
0,1,0,0,0,19,147,0,0.0,2,0,1.803681582108713,bajo,0,0.0878301532270545,0.1690413004865719,bajo,bajo
3,5,10,7,4,7,100,0,42.857143,3,1,6.753854379004097,medio,1,-0.1403953893862289,0.7999266913105234,medio,medio
0,1,0,0,1,16,232,0,0.0,3,0,1.0409410217135289,bajo,0,0.1204861790468715,0.0787700303378064,bajo,bajo
3,1,6,0,2,8,376,0,37.5,0,1,7.2241290533353,medio,1,-0.061846728125177,0.5827941026837293,medio,medio
0,1,1,0,0,6,125,0,0.0,6,0,3.559197933048942,bajo,0,0.0792154784538154,0.1928549034641547,bajo,bajo
0,1,1,0,1,4,126,0,0.0,3,0,1.5078091081314973,bajo,0,0.1233622637159402,0.0708196502895805,bajo,bajo
0,1,0,0,1,4,64,0,0.0,1,0,2.413397219574257,bajo,0,0.1084917773348406,0.1119262350515624,bajo,bajo
0,4,0,0,2,17,28,0,0.0,3,0,2.7167530915961904,bajo,0,0.0646671019052332,0.2330710778660645,bajo,bajo
0,1,1,0,2,6,17,0,0.0,3,0,1.1237652722066624,bajo,0,0.1400009405871233,0.0248252447534017,bajo,bajo
0,4,2,0,0,16,228,0,0.0,4,0,2.9196824593663626,bajo,0,0.0586563595985102,0.2496866129455209,bajo,bajo
0,2,0,0,1,8,58,0,0.0,3,0,0.9362452591654976,bajo,0,0.1220087143783903,0.0745612757581486,bajo,bajo
0,3,1,0,0,13,73,0,0.0,6,0,3.7305466796393927,bajo,0,0.0686566322312529,0.2220427925562131,bajo,bajo
0,2,1,0,0,11,209,0,0.0,5,0,2.410212994681628,bajo,0,0.1209446484922056,0.0775026801898409,bajo,bajo
0,3,1,0,0,15,89,0,0.0,2,0,1.89986135552956,bajo,0,0.1194934802402182,0.0815141542751832,bajo,bajo
0,0,1,0,2,6,165,0,0.0,3,0,1.6306133311652329,bajo,0,0.1303517674489538,0.0514985184663141,bajo,bajo
0,2,1,0,2,11,83,0,0.0,1,0,1.9908623303295625,bajo,0,0.1318171256932965,0.0474478188903874,bajo,bajo
0,4,2,0,0,19,211,0,0.0,3,0,2.9098797232734226,bajo,0,0.0419356768245476,0.2959077079461326,bajo,bajo
0,0,1,0,1,13,15,0,0.0,3,0,1.29225297299213,bajo,0,0.1292987698371693,0.0544093267932025,bajo,bajo
0,1,2,0,1,15,200,0,0.0,2,0,1.1770542257683447,bajo,0,0.1269497027643935,0.0609028685822168,bajo,bajo
0,2,2,0,2,8,5,0,0.0,5,0,2.499405993185039,bajo,0,0.0893573774572721,0.1648195843529433,bajo,bajo
0,1,1,0,2,9,209,0,0.0,6,0,3.429089974638773,bajo,0,0.0974977494283614,0.1423170997772572,bajo,bajo
0,1,0,0,0,6,143,0,0.0,4,0,1.6904909251777656,bajo,0,0.1197323529805442,0.0808538367646533,bajo,bajo
4,2,0,7,4,14,304,0,28.571429,2,1,7.561650001756717,medio,1,-0.1163959174201203,0.73358479076102,medio,medio
0,3,2,0,1,13,78,0,0.0,5,0,2.811138112807998,bajo,0,0.083877522206469,0.1799675848001131,bajo,bajo
0,1,2,0,0,13,145,0,0.0,4,0,1.3648246349497,bajo,0,0.1251287067827212,0.0659366599292828,bajo,bajo
0,0,0,0,0,13,5,0,0.0,6,0,3.618707594192308,bajo,0,0.0542045498047047,0.2619927804738325,bajo,bajo
0,0,2,0,2,10,238,0,0.0,5,0,2.6455519854247846,bajo,0,0.1012701114879378,0.1318891341559069,bajo,bajo
0,1,2,0,0,11,209,0,0.0,2,0,0.9044502898749078,bajo,0,0.1400070834054137,0.0248082641197991,bajo,bajo
0,2,2,0,1,13,205,0,0.0,2,0,1.1048178286555828,bajo,0,0.1282219944833185,0.0573858640911983,bajo,bajo
0,2,0,0,0,15,173,0,0.0,4,0,1.610887288587168,bajo,0,0.1165740866229548,0.0895842535379857,bajo,bajo
0,0,1,0,0,5,109,0,0.0,0,0,3.429347169542276,bajo,0,0.1029033214031831,0.1273744410857146,bajo,bajo
0,1,0,0,0,3,164,0,0.0,2,0,1.890044475164124,bajo,0,0.1033031751889417,0.1262691225967662,bajo,bajo
0,4,2,0,2,16,29,0,0.0,6,0,4.284245719902049,bajo,0,0.0092910661970772,0.3861474230024995,bajo,bajo
0,2,0,0,2,18,35,0,0.0,2,0,1.7167265006697818,bajo,0,0.0999974370423376,0.1354071966208284,bajo,bajo
0,1,1,0,0,5,163,0,0.0,5,0,2.66537542211885,bajo,0,0.1002414578388804,0.1347326483041357,bajo,bajo
0,3,1,0,1,15,106,0,0.0,4,0,2.128912891815463,bajo,0,0.1114094835456597,0.1038608002976572,bajo,bajo
0,1,0,0,0,9,158,0,0.0,5,0,2.3979591758112506,bajo,0,0.1134045348914918,0.0983458665456457,bajo,bajo
2,2,2,7,5,10,228,1,20.0,2,1,9.202761370920774,medio,1,-0.1225600356128749,0.7506243038259993,medio,medio
0,1,0,0,1,8,59,0,0.0,2,0,1.1170993636145417,bajo,0,0.1412744687263253,0.0213048224175586,bajo,bajo
3,3,12,7,0,12,111,1,25.0,3,1,7.7858973955642865,medio,1,-0.1547390728310934,0.8395770311995244,alto,alto
0,4,1,0,0,16,221,0,0.0,4,0,2.9172746684965563,bajo,0,0.0729922114048312,0.2100579221072212,bajo,bajo
0,1,2,0,1,11,131,0,0.0,2,0,0.9044502898749078,bajo,0,0.1400070834054137,0.0248082641197991,bajo,bajo
0,1,2,0,2,11,192,0,0.0,4,0,1.3194041297336718,bajo,0,0.1290423679507331,0.0551181002393297,bajo,bajo
0,1,2,0,2,3,95,0,0.0,3,0,1.7071051636589782,bajo,0,0.1068824060925379,0.1163750307190194,bajo,bajo
0,0,2,0,2,16,23,0,0.0,3,0,1.5727614139042354,bajo,0,0.0980474131176368,0.1407976607720542,bajo,bajo
0,1,2,0,0,7,133,0,0.0,6,0,3.5068461244115228,bajo,0,0.0751465879977905,0.2041025645110991,bajo,bajo
0,2,0,0,1,8,18,0,0.0,5,0,2.500612227664519,bajo,0,0.0952658255882288,0.1484868217463589,bajo,bajo
0,2,2,0,0,12,52,0,0.0,3,0,0.6835096952414845,bajo,0,0.1273878834876068,0.0596916026842347,bajo,bajo
0,1,2,0,2,6,104,0,0.0,3,0,1.1300011323435184,bajo,0,0.1337141722318684,0.0422038004812557,bajo,bajo
0,1,2,0,0,14,216,0,0.0,3,0,0.6857299644963352,bajo,0,0.1326744838942349,0.0450778178927705,bajo,bajo
0,1,1,0,2,19,135,0,0.0,1,0,2.47225918254529,bajo,0,0.0903730460247982,0.1620119649522652,bajo,bajo
0,0,1,0,1,9,96,0,0.0,2,0,1.5497408968125352,bajo,0,0.1347109762872197,0.0394483283775009,bajo,bajo
0,1,1,0,2,4,145,0,0.0,0,0,3.303049962391737,bajo,0,0.0999634711003821,0.1355010889008946,bajo,bajo
0,1,2,0,1,3,211,0,0.0,1,0,2.5387241886860537,bajo,0,0.1063778018065418,0.1177699117149713,bajo,bajo
0,3,2,0,0,13,211,0,0.0,5,0,2.811138112807998,bajo,0,0.083877522206469,0.1799675848001131,bajo,bajo
0,1,0,0,1,8,127,0,0.0,4,0,1.4733322500004802,bajo,0,0.1317703127914003,0.0475772241075697,bajo,bajo
2,1,9,1,2,12,126,0,16.666667,3,0,5.2947327100348485,medio,1,-0.062470671919511,0.5845188746791568,medio,medio
0,0,1,0,2,13,5,0,0.0,3,0,1.29225297299213,bajo,0,0.1292987698371693,0.0544093267932025,bajo,bajo
0,1,1,0,1,3,64,0,0.0,1,0,2.5359547184718703,bajo,0,0.1088576415154348,0.1109148742550466,bajo,bajo
0,0,1,0,1,15,173,0,0.0,6,0,3.6770187085118486,bajo,0,0.0607784980453455,0.2438203714719154,bajo,bajo
0,0,2,0,1,5,235,0,0.0,4,0,2.1708641708938186,bajo,0,0.108593132097342,0.1116460594050491,bajo,bajo
5,0,6,0,2,10,223,1,50.0,1,1,5.761547738957197,medio,1,-0.1263622023559,0.7611346587327492,medio,medio
